task,suite,method,seed,n_evals,best_loss,acceptance_rate,kernel_fraction_dream,n_rescues,n_reseeds,n_bw_refits,time_total,time_objective,time_overhead,frac_exploit,acc_exploit,frac_explore,acc_explore,frac_trapped,acc_trapped
lcbench_168910,lcbench,CTRL_HMM,1,200,-79.64359283447266,0.45698924731182794,0.0,6,0,15,0.29993999999715015,0.04187539995473344,0.2580646000424167,0.6129032258064516,0.4298245614035088,0.3870967741935484,0.5,0.0,
lcbench_168910,lcbench,CTRL_HMM,2,200,-85.59320831298828,0.4603174603174603,0.0,2,1,22,0.31654580000031274,0.03939900014665909,0.27714679985365365,0.6137566137566137,0.4827586206896552,0.3862433862433862,0.4246575342465753,0.0,
lcbench_168910,lcbench,CTRL_HMM,3,200,-84.01553344726562,0.4473684210526316,0.0,2,0,22,0.44577449999633245,0.04902409999340307,0.3967504000029294,0.7,0.45864661654135336,0.3,0.42105263157894735,0.0,
lcbench_168910,lcbench,CTRL_HMM,4,200,-68.80205535888672,0.4842105263157895,0.0,1,1,22,0.33973570000671316,0.04268929993850179,0.29704640006821137,0.8052631578947368,0.5228758169934641,0.19473684210526315,0.32432432432432434,0.0,
lcbench_168910,lcbench,CTRL_HMM,5,200,-77.52742004394531,0.47368421052631576,0.0,2,0,22,0.31085569999413565,0.03864240010443609,0.27221329988969956,0.7578947368421053,0.5138888888888888,0.24210526315789474,0.34782608695652173,0.0,
lcbench_168910,lcbench,CTRL_HMM,6,200,-85.72816467285156,0.47593582887700536,0.0,4,1,18,0.30911940000078175,0.03975029998400714,0.2693691000167746,0.7593582887700535,0.5,0.24064171122994651,0.4,0.0,
lcbench_168910,lcbench,CTRL_HMM,7,200,-77.15170288085938,0.5347593582887701,0.0,3,2,18,0.30179559999669436,0.039241799924639054,0.2625538000720553,0.7754010695187166,0.5310344827586206,0.22459893048128343,0.5476190476190477,0.0,
lcbench_168910,lcbench,CTRL_HMM,8,200,-82.39020538330078,0.4734042553191489,0.0,4,0,18,0.2935524000058649,0.03983019987936132,0.2537222001265036,0.7606382978723404,0.4965034965034965,0.2393617021276596,0.4,0.0,
lcbench_168910,lcbench,CTRL_HMM,9,200,-78.69319915771484,0.4816753926701571,0.0,1,0,27,0.36595890000171494,0.04143450001720339,0.32452439998451155,0.7068062827225131,0.5037037037037037,0.2931937172774869,0.42857142857142855,0.0,
lcbench_189873,lcbench,CTRL_HMM,0,200,-86.93380737304688,0.5185185185185185,0.0,3,0,21,0.612008700001752,0.08561249998456333,0.5263962000171887,0.6666666666666666,0.5793650793650794,0.3333333333333333,0.3968253968253968,0.0,
