task,suite,method,seed,n_evals,best_loss,acceptance_rate,kernel_fraction_dream,n_rescues,n_reseeds,n_bw_refits,time_total,time_objective,time_overhead,frac_exploit,acc_exploit,frac_explore,acc_explore,frac_trapped,acc_trapped
lcbench_167104,lcbench,FMP,1,200,-94.85804748535156,0.2235294117647059,0.0,5,2,11,0.5491936999605969,0.10014590033097193,0.44904779962962493,0.6705882352941176,0.2543859649122807,0.3176470588235294,0.16666666666666666,0.011764705882352941,0.0
lcbench_167104,lcbench,FMP,2,200,-93.894287109375,0.29069767441860467,0.0,2,3,15,0.543673400010448,0.09453369973925874,0.4491397002711892,0.7441860465116279,0.359375,0.2558139534883721,0.09090909090909091,0.0,
lcbench_167104,lcbench,FMP,3,200,-93.43230438232422,0.19883040935672514,0.0,3,3,17,0.5427603000425734,0.09274649957660586,0.4500138004659675,0.6491228070175439,0.27927927927927926,0.3333333333333333,0.03508771929824561,0.017543859649122806,0.3333333333333333
lcbench_167104,lcbench,FMP,4,200,-93.6092529296875,0.19411764705882353,0.0,4,3,9,0.5340886000194587,0.10139100044034421,0.43269759957911447,0.6470588235294118,0.2636363636363636,0.2823529411764706,0.08333333333333333,0.07058823529411765,0.0
lcbench_167104,lcbench,FMP,5,200,-94.84212493896484,0.18604651162790697,0.0,4,1,16,0.564737300039269,0.09566739964066073,0.4690699003986083,0.6627906976744186,0.21052631578947367,0.2441860465116279,0.19047619047619047,0.09302325581395349,0.0
lcbench_167104,lcbench,FMP,6,200,-94.62277221679688,0.17058823529411765,0.0,5,2,10,0.5273685999563895,0.09390870027709752,0.433459899679292,0.6941176470588235,0.22033898305084745,0.2411764705882353,0.04878048780487805,0.06470588235294118,0.09090909090909091
lcbench_167104,lcbench,FMP,7,200,-94.79510498046875,0.19298245614035087,0.0,4,2,13,0.5033131000236608,0.09223430056590587,0.41107879945775494,0.6257309941520468,0.205607476635514,0.3391812865497076,0.1724137931034483,0.03508771929824561,0.16666666666666666
lcbench_167104,lcbench,FMP,8,200,-93.65103912353516,0.18604651162790697,0.0,3,2,15,0.6150096000055782,0.1092596998787485,0.5057499001268297,0.6569767441860465,0.26548672566371684,0.32558139534883723,0.03571428571428571,0.01744186046511628,0.0
lcbench_167104,lcbench,FMP,9,200,-94.53797912597656,0.14035087719298245,0.0,3,3,13,0.5439424000214785,0.09315769997192547,0.45078470004955307,0.6023391812865497,0.1553398058252427,0.30994152046783624,0.1320754716981132,0.08771929824561403,0.06666666666666667
lcbench_167104,lcbench,FMP,10,200,-95.54441833496094,0.19767441860465115,0.0,3,2,13,0.6183651000028476,0.1076377994613722,0.5107273005414754,0.6569767441860465,0.2743362831858407,0.313953488372093,0.05555555555555555,0.029069767441860465,0.0
lcbench_167104,lcbench,FMP,11,200,-93.47615051269531,0.1676300578034682,0.0,2,2,17,0.5807385999942198,0.09536140004638582,0.485377199947834,0.653179190751445,0.21238938053097345,0.28901734104046245,0.08,0.057803468208092484,0.1
lcbench_167104,lcbench,FMP,12,200,-94.23589324951172,0.19767441860465115,0.0,4,1,15,0.5574767000507563,0.09322320006322116,0.4642534999875352,0.6627906976744186,0.2543859649122807,0.27906976744186046,0.10416666666666667,0.05813953488372093,0.0
lcbench_167104,lcbench,FMP,13,200,-94.09795379638672,0.18128654970760233,0.0,3,3,14,0.5507123999996111,0.09920959989540279,0.4515028001042083,0.6842105263157895,0.1794871794871795,0.30994152046783624,0.18867924528301888,0.005847953216374269,0.0
lcbench_167104,lcbench,FMP,14,200,-93.70750427246094,0.23976608187134502,0.0,3,3,15,0.5999862000462599,0.09909420023905113,0.5008919998072088,0.7251461988304093,0.2903225806451613,0.2631578947368421,0.1111111111111111,0.011695906432748537,0.0
lcbench_167104,lcbench,FMP,15,200,-93.71000671386719,0.17058823529411765,0.0,4,3,12,0.5597110000089742,0.1059293998987414,0.45378160011023283,0.6,0.17647058823529413,0.32941176470588235,0.17857142857142858,0.07058823529411765,0.08333333333333333
lcbench_167104,lcbench,FMP,16,200,-94.25638580322266,0.1695906432748538,0.0,3,3,15,0.6452059000148438,0.10414760012645274,0.541058299888391,0.6140350877192983,0.20952380952380953,0.3508771929824561,0.08333333333333333,0.03508771929824561,0.3333333333333333
lcbench_167104,lcbench,FMP,17,200,-93.61853790283203,0.09941520467836257,0.0,4,2,11,0.5043629999854602,0.0935187999275513,0.4108442000579089,0.6023391812865497,0.14563106796116504,0.27485380116959063,0.0425531914893617,0.12280701754385964,0.0
lcbench_167104,lcbench,FMP,18,200,-94.53473663330078,0.1834319526627219,0.0,4,4,10,0.5073516999837011,0.09300869941944256,0.41434300056425855,0.6982248520710059,0.16101694915254236,0.2958579881656805,0.24,0.005917159763313609,0.0
lcbench_167104,lcbench,FMP,19,200,-94.04843139648438,0.2529411764705882,0.0,3,4,12,0.6055354999843985,0.11083890020381659,0.4946965997805819,0.7529411764705882,0.234375,0.24705882352941178,0.30952380952380953,0.0,
lcbench_167149,lcbench,FMP,0,200,-98.73350524902344,0.30409356725146197,0.0,2,4,16,0.5899547000299208,0.09623229975113645,0.49372240027878433,0.7485380116959064,0.359375,0.25146198830409355,0.13953488372093023,0.0,
lcbench_167149,lcbench,FMP,1,200,-97.85124206542969,0.28654970760233917,0.0,2,4,16,0.5546601999667473,0.09677229990484193,0.4578879000619054,0.672514619883041,0.34782608695652173,0.30409356725146197,0.15384615384615385,0.023391812865497075,0.25
lcbench_167149,lcbench,FMP,2,200,-98.76665496826172,0.2631578947368421,0.0,2,4,16,0.5948475999757648,0.10033940029097721,0.49450819968478754,0.7134502923976608,0.3114754098360656,0.2573099415204678,0.1590909090909091,0.029239766081871343,0.0
lcbench_167149,lcbench,FMP,3,200,-97.89193725585938,0.3235294117647059,0.0,3,4,15,0.6028490000171587,0.10152020037639886,0.5013287996407598,0.7176470588235294,0.3524590163934426,0.2823529411764706,0.25,0.0,
lcbench_167149,lcbench,FMP,4,200,-98.93672180175781,0.3546511627906977,0.0,2,3,17,0.5844902999815531,0.09396430070046335,0.49052599928108975,0.7209302325581395,0.3629032258064516,0.27906976744186046,0.3333333333333333,0.0,
lcbench_167149,lcbench,FMP,5,200,-98.93710327148438,0.313953488372093,0.0,1,4,20,0.6751638000132516,0.10520939953858033,0.5699544004746713,0.7790697674418605,0.3582089552238806,0.22093023255813954,0.15789473684210525,0.0,
lcbench_167149,lcbench,FMP,6,200,-98.75008392333984,0.2958579881656805,0.0,4,4,11,0.5687272999784909,0.10292489983839914,0.4658024001400918,0.7869822485207101,0.3533834586466165,0.1952662721893491,0.09090909090909091,0.01775147928994083,0.0
lcbench_167149,lcbench,FMP,7,200,-98.65406799316406,0.31952662721893493,0.0,4,4,11,0.5628992000129074,0.10357370023848489,0.4593254997744225,0.6982248520710059,0.3559322033898305,0.30177514792899407,0.23529411764705882,0.0,
lcbench_167149,lcbench,FMP,8,200,-99.20542907714844,0.20118343195266272,0.0,5,3,12,0.5331786000169814,0.09619320032652467,0.4369853996904567,0.621301775147929,0.2571428571428571,0.3254437869822485,0.10909090909090909,0.05325443786982249,0.1111111111111111
